observation,data_marking,statistical_unit_eng,measure_type_eng,obs_type_value,unit_multiplier,unit_of_measure_eng,geographic_area,time_dim_item_id,time_type,statistical_population_id,Costs,SIC,Measure,Growth Period,SA / NSA
-0.4,,People,index,,1,Indices,UK,2001 Q1,Quarter,Earnings,Wage Costs per Hour,Manufacturing,Quarterly,Percent,Seasonally adjusted
-1.6,,People,index,,1,Indices,UK,2001 Q1,Quarter,Earnings,Other Costs per Hour,Manufacturing,Quarterly,Percent,Seasonally adjusted
-0.5,,People,index,,1,Indices,UK,2001 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Manufacturing,Quarterly,Percent,Seasonally adjusted
1.5,,People,index,,1,Indices,UK,2001 Q1,Quarter,Earnings,Labour Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
1.3,,People,index,,1,Indices,UK,2001 Q1,Quarter,Earnings,Wage Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
5.1,,People,index,,1,Indices,UK,2001 Q1,Quarter,Earnings,Other Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
1.5,,People,index,,1,Indices,UK,2001 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Construction,Quarterly,Percent,Seasonally adjusted
1.3,,People,index,,1,Indices,UK,2001 Q1,Quarter,Earnings,Labour Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
1.3,,People,index,,1,Indices,UK,2001 Q1,Quarter,Earnings,Wage Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
2.2,,People,index,,1,Indices,UK,2001 Q1,Quarter,Earnings,Other Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
0.7,,People,index,,1,Indices,UK,2001 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
1.2,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
1.6,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Wage Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
0.3,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Other Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
1.5,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Whole Economy,Quarterly,Percent,Seasonally adjusted
1.1,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
1.6,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Wage Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
1.3,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Other Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
1.2,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Private Sector,Quarterly,Percent,Seasonally adjusted
1.8,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
2,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Wage Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
0.4,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Other Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
2.1,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public  Sector,Quarterly,Percent,Seasonally adjusted
0.6,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
0.9,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Wage Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
1.3,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Other Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
1.4,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Services,Quarterly,Percent,Seasonally adjusted
-0.3,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
-0.2,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Wage Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
0.3,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Other Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
1.4,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
1.8,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
2.2,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Wage Costs per Hour,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
0.4,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Other Costs per Hour,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
2,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
1,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour,Manufacturing,Quarterly,Percent,Seasonally adjusted
0.9,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Wage Costs per Hour,Manufacturing,Quarterly,Percent,Seasonally adjusted
0.4,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Other Costs per Hour,Manufacturing,Quarterly,Percent,Seasonally adjusted
1.1,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Manufacturing,Quarterly,Percent,Seasonally adjusted
2.3,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
2.4,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Wage Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
1.4,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Other Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
2.4,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Construction,Quarterly,Percent,Seasonally adjusted
0.7,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
1.1,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Wage Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
-3.7,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Other Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
0.4,,People,index,,1,Indices,UK,2001 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
1.3,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
1.4,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Wage Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
0.9,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Other Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
1.5,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Whole Economy,Quarterly,Percent,Seasonally adjusted
1.3,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
1.3,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Wage Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
0.2,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Other Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
1.7,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Private Sector,Quarterly,Percent,Seasonally adjusted
1.5,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
1.6,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Wage Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
0.8,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Other Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
1.7,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public  Sector,Quarterly,Percent,Seasonally adjusted
1.3,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
1.4,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Wage Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
0.3,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Other Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
1.7,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Services,Quarterly,Percent,Seasonally adjusted
1.3,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
1.3,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Wage Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
1.3,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Other Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
2.3,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
1.6,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
2.1,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Wage Costs per Hour,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
0.9,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Other Costs per Hour,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
1.7,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
1.7,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour,Manufacturing,Quarterly,Percent,Seasonally adjusted
1.8,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Wage Costs per Hour,Manufacturing,Quarterly,Percent,Seasonally adjusted
0.5,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Other Costs per Hour,Manufacturing,Quarterly,Percent,Seasonally adjusted
1.6,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Manufacturing,Quarterly,Percent,Seasonally adjusted
2.9,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
3,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Wage Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
1.5,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Other Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
2.8,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Construction,Quarterly,Percent,Seasonally adjusted
0.5,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
0.7,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Wage Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
-0.1,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Other Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
0.9,,People,index,,1,Indices,UK,2001 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
1.5,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
1,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Wage Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
3.8,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Other Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
1.5,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Whole Economy,Quarterly,Percent,Seasonally adjusted
2,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
1.5,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Wage Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
3.7,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Other Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
1.9,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Private Sector,Quarterly,Percent,Seasonally adjusted
-0.5,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
-0.7,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Wage Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
1.3,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Other Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
0,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public  Sector,Quarterly,Percent,Seasonally adjusted
1.4,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
1,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Wage Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
3.6,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Other Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
1.4,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Services,Quarterly,Percent,Seasonally adjusted
1.4,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
1,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Wage Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
6,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Other Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
0.6,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
-0.5,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
-1.3,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Wage Costs per Hour,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
1.2,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Other Costs per Hour,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
-0.1,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
1.9,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour,Manufacturing,Quarterly,Percent,Seasonally adjusted
1.6,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Wage Costs per Hour,Manufacturing,Quarterly,Percent,Seasonally adjusted
5.5,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Other Costs per Hour,Manufacturing,Quarterly,Percent,Seasonally adjusted
2.1,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Manufacturing,Quarterly,Percent,Seasonally adjusted
1.4,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
1.1,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Wage Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
2.6,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Other Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
1.8,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Construction,Quarterly,Percent,Seasonally adjusted
1,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
0.6,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Wage Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
4.1,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Other Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
1.4,,People,index,,1,Indices,UK,2001 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
-0.3,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
-0.5,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Wage Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
0.1,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Other Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
0.9,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Whole Economy,Quarterly,Percent,Seasonally adjusted
-0.6,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
-0.7,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Wage Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
0,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Other Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
1.1,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Private Sector,Quarterly,Percent,Seasonally adjusted
0.4,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
0.4,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Wage Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
0.8,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Other Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
-0.1,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public  Sector,Quarterly,Percent,Seasonally adjusted
0,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
-0.1,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Wage Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
-1.2,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Other Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
1,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Services,Quarterly,Percent,Seasonally adjusted
-0.9,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
-0.9,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Wage Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
-4.3,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Other Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
3,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
0.3,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
0.2,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Wage Costs per Hour,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
0.7,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Other Costs per Hour,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
0,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public Sector excluding  Financial Services,Quarterly,Percent,Seasonally adjusted
0.8,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour,Manufacturing,Quarterly,Percent,Seasonally adjusted
0.6,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Wage Costs per Hour,Manufacturing,Quarterly,Percent,Seasonally adjusted
4.2,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Other Costs per Hour,Manufacturing,Quarterly,Percent,Seasonally adjusted
1.1,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Manufacturing,Quarterly,Percent,Seasonally adjusted
-0.7,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
-0.9,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Wage Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
2.6,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Other Costs per Hour,Construction,Quarterly,Percent,Seasonally adjusted
-1,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Construction,Quarterly,Percent,Seasonally adjusted
0.8,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
0.9,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Wage Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
0.4,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Other Costs per Hour,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
1,,People,index,,1,Indices,UK,2002 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"Wholesaling, Retailing, Hotels & Restaurants",Quarterly,Percent,Seasonally adjusted
2.6,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Labour Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
3.2,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Wage Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
0.1,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Other Costs per Hour,Whole Economy,Quarterly,Percent,Seasonally adjusted
1.7,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Whole Economy,Quarterly,Percent,Seasonally adjusted
3,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Labour Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
3.6,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Wage Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
1.9,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Other Costs per Hour,Private Sector,Quarterly,Percent,Seasonally adjusted
1.7,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Private Sector,Quarterly,Percent,Seasonally adjusted
1.2,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Labour Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
1.8,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Wage Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
-2.8,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Other Costs per Hour,Public  Sector,Quarterly,Percent,Seasonally adjusted
1.1,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public  Sector,Quarterly,Percent,Seasonally adjusted
2.3,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Labour Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
2.8,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Wage Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
1.2,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Other Costs per Hour,Services,Quarterly,Percent,Seasonally adjusted
1.5,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Services,Quarterly,Percent,Seasonally adjusted
2,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Labour Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
2.5,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Wage Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
0.1,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Other Costs per Hour,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
0.1,,People,index,,1,Indices,UK,2002 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Finance and  Business Services,Quarterly,Percent,Seasonally adjusted
